15100	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15101	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15102	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15103	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15104	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15105	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15208	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15209	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15210	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15211	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15212	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15213	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15214	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15215	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15216	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15217	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15276	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15277	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15278	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15279	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15280	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15281	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15282	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15283	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.0	1.0	1.0	1.0
15284	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.0	1.0	1.0	1.0
15285	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15286	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15331	Бензоп	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.5	1.5	1.5	1.5
15332	Бензоп	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.5	1.5	1.5	1.5
15333	Бензоп	43	43	43	43	43	43	43	43	43	43	43	43	43	43	1.5	1.5	1.5	1.5
15334	Бензоп	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1.5	1.5	1.5	1.5
15335	Бензоп	46	46	46	46	46	46	46	46	46	46	46	46	46	46	1.5	1.5	1.5	1.5
15336	Бензоп	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.5	1.5	1.5	1.5
15337	Бензоп	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1.5	1.5	1.5	1.5
15348	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15448	Пушка	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
15449	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15450	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15451	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15452	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15453	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15454	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15455	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15609	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15610	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15611	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15612	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15613	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.3	0.3	0.3	0.3
15614	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15615	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15616	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15617	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.9	0.9	0.9	0.9
15618	Апа деза	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.4	1.4	1.4	1.4
15619	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
15620	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
15621	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15622	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15625	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15626	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15627	Пушка	32	33	34	44	5	14	15	60	61	62	72	73	74	61	0.8	0.8	0.8	0.8
15628	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15629	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15630	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15632	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15633	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15634	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	0.7	0.7	0.7	0.7
15635	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15636	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15637	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15638	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15639	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15640	Пушка	61	61	61	61	61	61	61	61	61	61	61	61	61	61	1.1	1.1	1.1	1.1
15641	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15642	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15643	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15696	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
15697	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
15718	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
15990	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
15991	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	0.6	0.6	0.6	0.6
16007	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16033	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16036	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16039	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16044	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16046	Сумерки	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.5	1.5	1.5	1.5
16047	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16049	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16055	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16056	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16058	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16059	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16062	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16068	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16099	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16100	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16101	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16104	Сумерки	42	42	42	42	42	42	42	42	42	42	42	42	42	42	1.7	1.7	1.7	1.7
16106	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16108	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16109	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16110	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16111	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16112	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16113	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16115	shld2	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	1	1	1
16123	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16124	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16125	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16126	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16127	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16128	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16129	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16130	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16131	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16132	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16133	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16134	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16135	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16136	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16137	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16138	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16139	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16140	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16141	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16142	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16143	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16144	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16145	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16146	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16147	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16148	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16149	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16150	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16151	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16152	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16153	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16154	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16155	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16156	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16157	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16158	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16159	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16160	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16161	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16162	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16163	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16164	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16165	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16166	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16167	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16168	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16169	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16170	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16171	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16172	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16173	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1
16174	Меч Авроры	26	26	26	26	25	26	24	24	26	26	26	26	26	26	1.1	1.1	1.1	1.1

16175	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16176	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16177	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16178	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16179	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16180	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16181	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16182	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16183	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16184	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16185	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16186	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16187	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4
16188	Лук	60	62	60	60	60	62	62	62	60	60	60	62	62	62	1.4	1.4	1.4	1.4

16189	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16190	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16191	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16192	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16193	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16194	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16195	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16196	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16197	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16198	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16199	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16200	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16201	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16202	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16203	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16204	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16205	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16206	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16207	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16208	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16209	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16210	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16211	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16212	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16213	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16214	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16215	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7
16216	Staff of Evanescence	7	6	0	18	18	0	17	0	16	0	0	19	0	0	0,7	1	1	0,7

16217	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16218	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16219	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16220	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16221	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16222	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16223	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16224	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16225	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16226	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1

16227	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16228	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16229	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16230	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16231	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16232	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16233	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16234	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16235	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16236	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16237	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16238	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16239	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16240	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16241	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16242	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16243	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16244	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16245	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16246	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16247	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16248	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0
16249	Бутылка	30	30	47	30	47	47	47	47	30	30	30	30	30	30	1.0	1.0	1.0	1.0

16250	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16251	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16252	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16253	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16254	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16255	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16256	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16257	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
16258	Бензопила	22	53	53	22	53	53	53	53	53	22	22	22	22	22	1.1	1.1	1.1	1.1
